CommodityID,Month-year,Wholesale Price Index,Inflation (CPI) %
CD75,2014-02-01,148.0,1.63
CD10,2018-01-01,136.8,1.1
CD78,2015-10-01,148.6,0.65
CD51,2016-01-01,121.2,1.05
CD34,2018-13-01,92.8,1.21
CD19,2016-11-01,143.1,0.84
CD138,2018-04-01,122.1,1.99
CD74,2015-01-01,104.0,0.56
CD73,2019-10-01,160.0,0.26
CD56,2017-06-01,98.5,1.35
CD140,2018-02-01,153.3,0.87
CD124,2016-01-01,118.2,0.75
CD48,2015-09-01,111.9,1.59
CD24,2019-04-01,112.5,1.65
CD29,2020-10-01,118.0,0.46
CD28,2018-13-01,112.8,0.53
CD86,2016-08-01,130.7,1.19
CD140,2020-10-01,161.2,1.51
CD120,2020-01-01,120.2,1.79
CD7,2017-01-01,146.7,1.65
CD65,2013-01-01,143.7,1.0
CD53,2012-08-01,142.6,1.5
CD25,2014-13-01,133.6,0.79
CD141,2019-12-01,104.0,0.24
CD124,2018-12-01,145.3,0.92
CD6,2015-11-01,97.8,0.15
CD48,2020-11-01,110.2,1.73
CD104,2017-01-01,128.2,1.28
CD122,2015-07-01,118.0,0.37
CD46,2019-07-01,151.2,0.1
CD2,2012-12-01,153.2,0.26
CD51,2017-08-01,98.7,1.63
CD123,2016-08-01,160.6,0.85
CD106,2016-12-01,97.5,1.43
CD12,2020-08-01,145.8,0.1
CD7,2015-11-01,103.8,1.37
CD106,2020-04-01,141.1,1.18
CD108,2017-09-01,128.7,1.44
CD126,2019-05-01,93.6,1.35
CD18,2018-08-01,95.8,1.24
CD91,2013-02-01,160.9,0.4
CD21,2020-01-01,119.1,0.98
CD40,2018-04-01,148.7,0.93
CD20,2015-10-01,120.3,0.37
CD26,2019-02-01,116.3,0.1
CD102,2012-11-01,147.3,1.01
CD70,2016-12-01,107.3,1.07
CD126,2017-02-01,117.7,0.69
CD128,2019-06-01,136.8,1.75
CD43,2017-07-01,147.6,1.82
CD14,2015-09-01,130.4,0.68
CD44,2020-04-01,116.5,0.09
CD4,2014-04-01,112.1,1.75
CD78,2012-07-01,121.6,0.76
CD34,2020-07-01,146.5,0.47
CD131,2020-02-01,158.1,0.99
CD37,2018-09-01,147.4,1.8
CD2,2017-10-01,123.2,1.21
CD93,2017-10-01,135.4,1.95
CD111,2018-04-01,132.3,0.63
CD113,2020-01-01,128.4,1.21
CD8,2017-02-01,157.1,1.22
CD135,2018-05-01,160.4,1.82
CD78,2015-04-01,154.5,2.0
CD96,2015-01-01,128.0,0.98
CD134,2014-09-01,130.7,0.94
CD129,2020-06-01,104.9,1.33
CD16,2017-05-01,90.9,0.83
CD36,2014-11-01,97.9,1.55
CD20,2019-07-01,114.2,0.21
CD21,2014-10-01,136.4,0.73
CD94,2013-01-01,120.3,0.39
CD116,2017-04-01,139.8,1.12
CD83,2015-04-01,117.2,0.72
CD10,2019-11-01,151.9,0.38
CD44,2018-04-01,146.4,1.67
CD75,2018-02-01,120.9,0.76
CD91,2016-01-01,142.4,1.57
CD11,2014-05-01,91.6,1.21
CD24,2012-11-01,132.3,1.57
CD110,2018-02-01,141.8,1.76
CD52,2018-09-01,139.9,0.05
CD105,2020-09-01,90.3,0.95
CD63,2014-10-01,116.3,0.56
CD7,2015-13-01,90.5,0.16
CD15,2013-02-01,108.6,0.49
CD73,2016-10-01,92.8,0.71
CD131,2019-08-01,114.7,0.25
CD101,2019-12-01,118.4,1.36
CD86,2020-08-01,100.5,0.77
CD35,2015-02-01,126.6,1.82
CD69,2019-06-01,117.2,1.44
CD60,2017-08-01,149.6,1.18
CD29,2019-05-01,121.1,1.42
CD131,2016-04-01,140.3,0.3
CD95,2018-07-01,96.8,0.41
CD10,2012-05-01,107.9,1.93
CD12,2012-11-01,155.2,0.23
CD136,2014-04-01,112.4,0.05
CD114,2012-09-01,123.0,0.98
CD74,2017-09-01,135.1,0.55
CD60,2015-13-01,96.0,1.58
CD59,2015-09-01,107.8,1.49
CD60,2017-12-01,113.3,1.91
CD119,2016-10-01,127.4,0.13
CD59,2016-12-01,124.0,1.63
CD92,2017-11-01,132.4,0.93
CD25,2015-09-01,138.7,0.28
CD63,2020-08-01,115.2,0.92
CD69,2016-06-01,96.5,0.63
CD12,2020-04-01,151.2,1.21
CD58,2020-02-01,116.5,0.09
CD131,2018-07-01,115.1,0.25
CD128,2012-09-01,108.8,1.71
CD1,2012-06-01,118.1,1.2
CD114,2020-05-01,156.5,0.7
CD36,2016-13-01,156.7,0.15
CD142,2014-10-01,158.2,0.62
CD42,2016-06-01,97.0,0.87
CD22,2019-02-01,142.8,1.31
CD95,2015-12-01,118.9,1.23
CD127,2015-13-01,98.0,1.71
CD35,2014-13-01,110.3,1.81
CD91,2018-08-01,98.2,1.31
CD90,2018-06-01,153.4,0.88
CD84,2012-04-01,158.7,1.41
CD98,2016-02-01,135.9,1.33
CD119,2017-13-01,99.7,0.87
CD80,2015-13-01,160.3,1.78
CD85,2018-01-01,121.3,1.25
CD89,2016-09-01,142.2,0.27
CD43,2018-13-01,101.4,1.22
CD70,2012-06-01,100.4,1.92
CD108,2015-04-01,113.1,0.11
CD79,2017-05-01,155.0,0.25
CD61,2014-07-01,124.5,0.23
CD141,2020-06-01,141.0,0.73
CD104,2014-13-01,90.7,0.68
CD20,2020-01-01,153.6,1.66
CD95,2017-13-01,155.2,0.83
CD55,2019-01-01,120.5,1.77
CD68,2016-06-01,138.8,0.85
CD80,2018-02-01,134.6,1.03
CD100,2018-05-01,130.3,1.6
CD132,2017-06-01,129.2,0.46
CD96,2013-02-01,92.5,1.56
CD71,2020-12-01,134.6,0.41
CD57,2018-11-01,102.1,0.66
CD14,2019-09-01,96.9,1.42
CD48,2018-11-01,90.4,1.89
CD132,2018-12-01,91.5,1.85
CD88,2018-02-01,151.6,0.31
CD141,2018-05-01,156.5,1.25
CD49,2018-12-01,116.0,0.05
CD136,2012-07-01,124.1,0.76
CD118,2012-12-01,110.9,0.69
CD131,2018-02-01,107.4,0.55
CD57,2020-09-01,125.7,1.5
CD2,2020-04-01,145.6,0.5
CD107,2014-08-01,98.8,1.68
CD123,2015-11-01,114.9,1.18
CD53,2014-08-01,108.2,0.66
CD129,2012-10-01,150.0,1.48
CD49,2016-11-01,138.2,0.56
CD10,2019-04-01,152.9,0.24
CD14,2016-08-01,111.7,0.97
CD130,2016-12-01,120.0,1.19
CD129,2012-09-01,104.5,0.17
CD96,2017-13-01,130.6,0.58
CD19,2016-06-01,153.4,1.58
CD63,2014-02-01,149.7,0.83
CD97,2018-10-01,130.8,1.79
CD36,2019-07-01,119.3,0.47
CD82,2015-06-01,144.7,1.82
CD6,2012-10-01,103.3,0.21
CD136,2020-09-01,115.8,0.52
CD9,2015-07-01,134.0,0.98
CD54,2017-05-01,124.2,0.53
CD46,2018-01-01,146.8,1.89
CD25,2014-10-01,93.4,0.82
CD114,2019-06-01,158.3,0.88
CD82,2017-06-01,118.3,0.23
CD16,2012-08-01,153.4,1.37
CD69,2017-04-01,90.3,0.59
CD33,2016-11-01,156.8,1.99
CD115,2015-02-01,157.1,0.94
CD91,2018-09-01,121.4,0.07
CD53,2014-02-01,136.4,0.99
CD108,2016-02-01,115.1,0.96
CD95,2017-11-01,119.0,1.93
CD130,2015-12-01,99.1,0.84
CD27,2014-12-01,146.0,0.48
CD123,2016-09-01,100.1,0.14
CD107,2014-05-01,90.3,1.72
CD105,2016-09-01,140.1,1.13
CD92,2020-11-01,135.5,1.14
CD139,2014-12-01,115.5,1.75
CD13,2020-06-01,140.3,0.79
CD46,2018-05-01,131.3,0.65
CD10,2017-10-01,135.1,1.59
CD2,2013-02-01,91.8,0.51
CD67,2012-05-01,113.2,1.61
CD34,2016-06-01,100.9,0.93
CD66,2014-01-01,90.3,0.54
CD117,2019-05-01,117.6,1.08
CD86,2012-11-01,122.6,1.06
CD136,2017-08-01,108.4,0.63
CD115,2020-11-01,92.9,0.37
CD18,2014-10-01,118.5,0.8
CD22,2012-05-01,102.8,1.11
CD2,2013-02-01,102.9,0.5
CD112,2012-13-01,119.1,1.54
CD72,2018-12-01,115.5,1.79
CD82,2015-04-01,114.3,1.19
CD104,2016-05-01,138.4,0.04
CD8,2018-04-01,99.9,1.5
CD91,2014-13-01,100.5,0.64
CD31,2019-05-01,141.1,0.29
CD110,2018-05-01,115.4,0.73
CD81,2020-09-01,147.4,1.08
CD22,2016-10-01,114.4,1.18
CD40,2020-02-01,157.6,0.9
CD78,2018-06-01,159.6,1.03
CD113,2012-11-01,133.5,0.39
CD117,2015-04-01,116.7,0.85
CD117,2015-06-01,153.2,0.89
CD110,2019-02-01,110.3,0.82
CD111,2017-08-01,94.6,1.02
CD51,2012-04-01,115.2,0.04
CD57,2017-01-01,139.8,0.13
CD136,2018-09-01,150.4,0.16
CD120,2018-05-01,114.4,0.58
CD142,2015-12-01,91.7,1.24
CD55,2017-04-01,101.4,1.53
CD104,2012-09-01,97.5,0.21
CD17,2018-04-01,144.5,1.55
CD14,2014-09-01,120.5,0.4
CD118,2018-04-01,149.8,0.13
CD34,2020-05-01,105.4,1.25
CD67,2017-11-01,148.8,0.38
CD42,2020-11-01,108.9,1.98
CD109,2014-12-01,153.6,0.95
CD139,2015-12-01,111.5,0.11
CD83,2014-04-01,118.9,1.64
CD118,2012-07-01,153.8,1.71
CD34,2020-12-01,149.8,1.42
CD4,2016-09-01,146.0,0.24
CD142,2016-02-01,90.8,0.61
CD133,2016-04-01,148.7,0.82
CD65,2016-10-01,123.9,1.68
CD49,2016-06-01,95.0,1.18
CD57,2018-08-01,135.2,1.87
CD119,2020-01-01,116.0,0.97
CD111,2015-10-01,136.6,1.64
CD86,2014-12-01,108.7,0.42
CD77,2015-05-01,90.6,0.48
CD100,2015-11-01,130.8,1.44
CD124,2015-12-01,91.3,1.97
CD7,2020-05-01,157.5,0.35
CD121,2019-09-01,98.1,0.57
CD132,2015-02-01,148.4,0.67
CD41,2019-11-01,94.0,0.76
CD117,2019-12-01,131.4,1.78
CD48,2016-13-01,135.3,1.42
CD66,2014-10-01,97.8,0.46
CD116,2017-13-01,148.2,0.68
CD98,2015-01-01,145.6,1.27
CD35,2020-11-01,135.5,0.71
CD124,2016-11-01,118.3,0.74
CD37,2017-08-01,160.8,0.92
CD42,2015-07-01,136.6,1.28
CD9,2017-10-01,104.7,1.02
CD22,2015-06-01,160.9,0.95
CD15,2015-01-01,94.4,1.92
CD30,2013-01-01,90.9,0.34
CD61,2015-01-01,153.9,1.64
CD103,2016-05-01,97.4,1.39
CD7,2015-08-01,131.5,0.65
CD53,2018-07-01,154.1,0.58
CD100,2016-07-01,114.6,0.18
CD54,2020-02-01,157.8,0.49
CD6,2015-10-01,99.2,0.92
CD27,2017-07-01,132.3,1.07
CD58,2014-08-01,123.3,0.53
CD116,2017-12-01,108.0,1.96
CD53,2015-06-01,136.4,1.45
CD77,2020-02-01,120.1,1.25
CD107,2015-12-01,127.7,0.99
CD66,2017-13-01,110.1,0.51
CD106,2020-09-01,102.5,0.62
CD100,2019-04-01,92.2,1.39
CD40,2012-11-01,142.0,1.4
CD51,2016-02-01,158.2,0.79
CD138,2015-11-01,124.0,0.63
CD46,2018-12-01,144.1,0.92
CD19,2015-01-01,156.4,1.84
CD48,2020-05-01,151.3,0.54
CD134,2017-13-01,125.5,0.67
CD100,2017-02-01,156.0,1.92
CD137,2012-04-01,102.3,1.9
CD74,2014-02-01,150.1,0.65
CD44,2020-12-01,154.5,1.96
CD70,2017-01-01,136.9,0.75
CD99,2017-08-01,135.1,1.03
CD128,2016-01-01,106.2,0.02
CD38,2017-13-01,118.0,1.83
CD58,2019-11-01,105.0,0.56
CD28,2017-05-01,102.8,0.49
CD114,2012-04-01,95.1,0.68
CD13,2019-02-01,105.4,0.44
CD120,2017-04-01,136.4,0.97
CD78,2017-01-01,146.1,1.81
CD142,2012-05-01,140.5,1.4
CD28,2014-05-01,121.4,1.59
CD137,2019-12-01,119.2,0.97
CD132,2016-06-01,134.4,0.78
CD60,2018-12-01,102.8,1.35
CD72,2018-05-01,139.1,1.65
CD107,2012-11-01,159.8,1.53
CD139,2019-13-01,98.9,1.29
CD73,2020-01-01,98.1,0.57
CD11,2018-13-01,108.9,1.1
CD120,2017-11-01,141.2,1.18
CD60,2015-02-01,155.4,1.81
CD112,2015-13-01,110.8,1.76
CD128,2020-12-01,151.4,1.94
CD18,2012-04-01,103.2,0.63
CD110,2020-02-01,146.3,0.59
CD58,2015-07-01,101.8,0.03
CD112,2014-06-01,151.4,1.36
CD110,2019-12-01,162.0,0.23
CD48,2020-02-01,97.0,0.56
CD1,2014-07-01,112.8,1.67
CD7,2017-10-01,143.0,1.98
CD100,2019-05-01,106.0,0.86
CD90,2014-04-01,104.2,1.19
CD117,2012-11-01,139.4,1.11
CD142,2020-04-01,94.8,1.18
CD112,2020-12-01,105.8,1.42
CD31,2012-11-01,90.6,1.72
CD21,2015-09-01,101.2,0.55
CD1,2020-09-01,100.1,0.26
CD86,2016-06-01,142.9,1.29
CD11,2020-06-01,104.8,0.57
CD138,2020-11-01,127.9,0.39
CD95,2020-12-01,108.1,0.12
CD70,2017-12-01,149.3,0.86
CD34,2019-01-01,93.0,1.02
CD104,2015-06-01,107.2,1.8
CD50,2020-04-01,127.1,1.77
CD131,2019-09-01,100.0,0.47
CD2,2015-05-01,94.4,0.85
CD106,2012-11-01,124.8,0.51
CD132,2020-05-01,146.9,0.83
CD56,2020-09-01,117.7,0.3
CD81,2014-06-01,142.0,1.16
CD37,2014-04-01,152.3,1.48
CD73,2020-04-01,103.3,1.13
CD69,2017-05-01,150.8,0.42
CD117,2017-12-01,119.0,1.66
CD70,2012-07-01,107.2,1.85
CD12,2012-05-01,109.5,1.1
CD75,2012-05-01,142.4,0.32
CD84,2012-13-01,100.4,0.69
CD5,2020-02-01,111.4,1.64
CD84,2018-01-01,143.3,1.01
CD138,2015-10-01,100.3,0.14
CD27,2019-01-01,105.9,1.91
CD63,2014-07-01,105.4,1.94
CD5,2012-08-01,102.6,1.46
CD8,2017-04-01,133.4,0.22
CD116,2018-13-01,116.5,1.0
CD71,2015-05-01,127.0,1.69
CD131,2017-12-01,156.7,0.47
CD53,2015-06-01,161.3,0.53
CD116,2014-09-01,130.5,1.42
CD93,2016-12-01,107.5,1.19
CD2,2018-08-01,97.5,0.78
CD60,2014-02-01,144.4,1.91
CD91,2012-07-01,157.8,0.73
CD110,2020-07-01,91.5,1.73
CD49,2018-06-01,148.1,1.19
CD85,2015-02-01,101.0,1.87
CD110,2014-13-01,154.7,0.6
CD120,2017-13-01,135.2,0.82
CD100,2015-06-01,95.7,1.97
CD13,2012-09-01,151.3,0.39
CD16,2020-12-01,91.2,0.54
CD102,2016-02-01,104.5,0.47
CD37,2018-01-01,118.1,1.3
CD85,2018-08-01,99.4,0.8
CD139,2012-06-01,130.8,1.32
CD123,2019-08-01,133.3,0.77
CD70,2018-10-01,116.4,1.25
CD4,2018-07-01,127.2,0.33
CD81,2015-07-01,97.3,0.92
CD130,2020-01-01,109.4,0.64
CD139,2017-12-01,103.4,1.21
CD138,2016-09-01,102.0,2.0
CD85,2015-01-01,159.3,1.42
CD51,2017-12-01,141.3,1.53
CD54,2020-09-01,158.3,1.44
CD44,2020-01-01,114.6,0.49
CD100,2019-04-01,150.3,0.02
CD18,2015-07-01,102.2,0.11
CD80,2012-05-01,124.2,0.48
CD27,2015-13-01,150.7,1.96
CD101,2015-05-01,159.9,0.89
CD100,2012-13-01,110.1,1.02
CD111,2020-06-01,140.1,1.67
CD11,2014-06-01,111.3,1.33
CD75,2018-09-01,140.6,0.8
CD2,2015-02-01,127.6,0.56
CD14,2015-05-01,100.3,1.94
CD76,2014-08-01,104.1,0.63
CD17,2017-04-01,93.9,0.07
CD83,2016-10-01,114.2,0.24
CD58,2017-12-01,147.3,0.63
CD141,2020-06-01,160.9,1.87
CD45,2020-08-01,112.8,0.47
CD33,2017-11-01,138.3,0.52
CD123,2017-02-01,91.0,1.25
CD106,2016-07-01,123.5,0.17
CD129,2018-04-01,139.1,1.65
CD38,2012-10-01,94.2,1.13
CD48,2014-12-01,118.6,1.34
CD31,2018-07-01,98.9,0.5
CD29,2015-11-01,133.2,0.5
CD12,2017-10-01,134.1,1.17
CD124,2016-11-01,133.4,0.29
CD88,2019-11-01,139.5,1.72
CD8,2017-11-01,155.3,1.6
CD39,2020-06-01,106.4,0.63
CD79,2016-11-01,112.3,1.87
CD26,2015-09-01,120.7,0.85
CD61,2018-05-01,129.5,0.79
CD56,2014-09-01,112.5,1.17
CD101,2016-13-01,158.9,1.59
CD1,2018-13-01,130.9,1.63
CD137,2018-08-01,106.0,1.91
CD46,2020-12-01,117.3,1.93
CD109,2015-10-01,148.1,0.63
CD7,2019-09-01,131.3,0.06
CD43,2014-13-01,159.5,1.83
CD33,2018-07-01,137.1,0.81
CD29,2015-06-01,105.9,0.86
CD4,2018-13-01,95.5,0.32
CD119,2018-10-01,101.3,0.93
CD106,2020-08-01,108.6,1.74
CD56,2014-07-01,141.6,1.5
CD122,2016-10-01,105.5,0.53
CD95,2017-01-01,107.7,0.75
CD114,2015-10-01,99.8,0.4
CD105,2013-02-01,132.2,1.95
CD133,2018-10-01,115.5,1.73
CD42,2018-11-01,115.0,1.74
CD142,2017-07-01,156.3,1.91
CD76,2019-08-01,139.9,1.62
CD10,2015-07-01,124.3,1.4
CD65,2014-09-01,118.6,0.42
CD61,2018-09-01,104.0,1.29
CD123,2019-09-01,148.4,0.09
CD101,2012-05-01,100.0,0.21
CD77,2020-04-01,121.4,0.71
CD80,2017-05-01,110.7,1.79
CD85,2015-04-01,141.1,0.08
CD92,2014-09-01,90.6,1.14
CD60,2018-05-01,130.7,0.93
CD30,2015-05-01,96.3,0.4
CD53,2016-07-01,105.5,0.3
CD26,2019-06-01,157.2,0.34
CD118,2020-12-01,146.7,0.41
CD134,2019-01-01,160.4,0.35
CD63,2014-01-01,122.8,0.39
CD84,2019-06-01,142.1,1.11
CD89,2018-05-01,136.7,0.64
CD52,2012-09-01,133.2,1.45
CD35,2012-08-01,139.9,1.54
CD99,2014-04-01,142.0,1.88
CD134,2017-02-01,105.6,1.37
CD61,2012-07-01,92.0,0.29
CD6,2014-06-01,133.3,1.54
CD39,2020-09-01,122.4,1.12
CD125,2014-06-01,152.7,1.43
CD130,2013-02-01,120.1,1.93
CD5,2016-04-01,135.8,1.05
CD89,2014-08-01,135.0,0.3
CD30,2016-05-01,98.0,1.66
CD80,2014-08-01,151.0,0.56
CD65,2018-11-01,98.9,0.17
CD22,2017-08-01,142.7,0.15
CD55,2017-13-01,142.7,0.86
CD65,2014-01-01,142.2,1.13
CD69,2016-01-01,126.2,1.86
CD139,2020-05-01,91.7,1.91
CD99,2016-13-01,128.6,0.96
CD17,2012-07-01,141.0,1.26
CD127,2020-01-01,122.5,1.65
CD36,2018-02-01,103.8,0.64
CD105,2012-11-01,101.7,1.82
CD12,2012-12-01,153.1,1.67
CD21,2012-08-01,131.1,1.83
CD28,2017-02-01,139.9,0.61
CD119,2017-04-01,106.5,0.68
CD28,2014-07-01,150.7,1.84
CD61,2015-05-01,106.8,1.34
CD54,2012-08-01,128.4,0.68
CD139,2012-07-01,100.1,0.64
CD118,2020-08-01,154.7,0.17
CD61,2014-04-01,157.1,1.67
CD28,2019-01-01,93.6,1.97
CD82,2020-12-01,151.0,0.38
CD115,2015-04-01,101.7,0.16
CD6,2012-09-01,111.6,0.4
CD83,2015-07-01,110.7,1.83
CD65,2018-07-01,156.7,1.28
CD62,2013-01-01,99.4,1.83
CD63,2016-13-01,147.9,1.31
CD128,2017-09-01,134.1,1.13
CD112,2020-09-01,107.3,0.31
CD82,2014-01-01,146.7,1.08
CD97,2016-08-01,106.6,1.68
CD118,2015-13-01,118.3,1.21
CD137,2016-06-01,153.3,0.64
CD112,2017-08-01,93.3,1.82
CD110,2019-13-01,108.5,0.49
CD137,2015-06-01,154.5,0.92
CD35,2017-04-01,118.4,0.5
CD72,2017-12-01,105.1,1.09
CD5,2012-09-01,160.6,1.73
CD104,2015-02-01,128.1,1.19
CD128,2020-12-01,133.8,0.06
CD78,2015-07-01,138.1,0.6
CD83,2018-01-01,124.1,0.25
CD117,2015-02-01,106.2,1.92
CD42,2020-09-01,107.6,1.8
CD45,2020-09-01,154.9,0.52
CD100,2020-01-01,141.8,1.97
CD115,2019-12-01,94.1,1.31
CD59,2019-05-01,116.4,0.64
CD65,2012-07-01,126.6,0.54
CD17,2020-12-01,152.4,0.58
CD26,2017-09-01,117.1,0.05
CD77,2020-02-01,151.1,1.55
CD52,2018-02-01,115.5,1.49
CD72,2018-04-01,153.2,1.31
CD116,2014-07-01,121.4,1.52
CD136,2014-05-01,153.0,0.38
CD82,2012-11-01,153.8,0.85
CD35,2012-10-01,159.3,1.53
CD56,2015-07-01,131.6,0.71
CD82,2018-04-01,103.6,1.67
CD141,2019-10-01,130.0,1.45
CD44,2016-04-01,118.9,1.58
CD25,2017-07-01,127.1,0.95
CD5,2014-13-01,111.0,0.91
CD100,2014-08-01,125.2,0.36
CD16,2015-06-01,91.1,1.46
CD65,2019-04-01,90.4,1.46
CD21,2016-12-01,113.5,1.28
CD32,2014-05-01,144.2,1.99
CD3,2015-12-01,93.4,0.51
CD4,2016-13-01,106.6,1.9
CD40,2014-13-01,121.9,0.72
CD97,2015-10-01,92.3,0.23
CD5,2015-13-01,114.7,0.68
CD106,2015-06-01,134.4,0.4
CD5,2020-06-01,150.0,0.96
CD136,2016-08-01,119.2,1.09
CD93,2020-12-01,150.3,1.3
CD137,2019-12-01,94.2,1.69
CD126,2017-01-01,150.3,0.56
CD26,2016-13-01,151.3,0.41
CD86,2017-09-01,127.0,1.35
CD124,2020-07-01,135.1,1.96
CD42,2017-09-01,127.4,0.06
CD95,2017-10-01,118.3,1.38
CD3,2015-05-01,129.1,1.97
CD124,2015-02-01,110.0,0.03
CD23,2014-04-01,148.4,0.6
CD120,2012-06-01,150.4,1.59
CD36,2020-08-01,157.5,0.8
CD12,2019-11-01,119.3,0.63
CD82,2020-04-01,147.7,0.43
CD123,2012-07-01,124.2,1.13
CD47,2014-06-01,148.8,1.59
CD98,2017-06-01,141.8,1.92
CD1,2020-08-01,149.7,1.11
CD89,2018-06-01,159.9,0.38
CD73,2017-05-01,98.4,1.28
CD67,2015-13-01,146.0,1.02
CD10,2017-04-01,158.3,1.63
CD11,2020-02-01,140.4,1.14
CD48,2015-05-01,115.7,0.23
CD77,2018-01-01,101.8,0.81
CD69,2020-01-01,140.1,0.12
CD74,2018-08-01,129.3,0.94
CD68,2017-06-01,124.4,0.05
CD54,2015-01-01,150.6,0.69
CD93,2018-09-01,133.3,0.18
CD72,2014-02-01,94.6,1.43
CD37,2020-05-01,132.4,1.03
CD89,2017-08-01,157.0,1.68
CD106,2015-02-01,153.7,0.53
CD14,2015-13-01,108.5,0.58
CD132,2016-02-01,111.2,0.53
CD27,2015-08-01,97.5,0.19
CD111,2018-10-01,145.0,1.16
CD62,2016-12-01,127.3,1.09
CD127,2018-09-01,100.2,0.92
CD105,2020-12-01,96.0,1.35
CD54,2017-08-01,135.9,1.74
CD120,2020-08-01,138.4,0.65
CD39,2017-13-01,128.4,0.34
CD40,2016-05-01,101.5,1.77
CD39,2018-06-01,152.2,1.94
CD141,2014-11-01,132.4,0.9
CD102,2016-13-01,95.2,1.45
CD124,2017-05-01,140.0,0.59
CD73,2019-06-01,129.9,0.58
CD100,2012-08-01,129.0,0.64
CD39,2017-02-01,128.4,1.98
CD97,2017-12-01,126.0,1.9
CD2,2015-10-01,97.0,1.01
CD67,2012-10-01,138.1,0.37
CD6,2018-01-01,114.6,1.52
CD55,2014-08-01,118.2,0.18
CD19,2018-04-01,108.1,0.91
CD15,2016-05-01,92.9,1.53
CD34,2014-13-01,113.6,0.8
CD72,2018-07-01,160.4,1.62
CD93,2020-11-01,90.5,0.61
CD26,2017-10-01,113.7,1.57
CD79,2019-09-01,124.3,1.16
CD141,2020-12-01,124.8,1.95
CD90,2020-08-01,140.7,0.7
CD44,2020-08-01,137.0,1.98
CD122,2016-12-01,159.1,1.54
CD52,2018-12-01,102.1,0.93
CD28,2018-02-01,126.0,0.12
CD118,2015-12-01,91.8,1.89
CD13,2012-11-01,102.9,0.35
CD51,2020-11-01,122.6,0.61
CD138,2020-09-01,147.8,0.64
CD115,2017-06-01,113.5,0.42
CD31,2014-13-01,97.4,1.46
CD142,2014-11-01,138.2,0.56
CD87,2015-04-01,151.9,1.79
CD38,2014-12-01,105.5,1.82
CD105,2018-06-01,120.8,0.43
CD81,2017-10-01,140.2,1.73
CD114,2015-13-01,109.6,0.53
CD97,2015-07-01,149.9,1.27
CD59,2015-10-01,158.3,1.92
CD32,2019-12-01,111.0,1.87
CD73,2017-06-01,150.8,0.49
CD108,2014-12-01,100.1,1.93
CD132,2017-05-01,141.3,1.68
CD21,2016-07-01,99.0,1.7
CD31,2020-04-01,137.7,0.95
CD130,2016-12-01,104.7,0.59
CD33,2016-02-01,101.0,1.67
CD105,2019-12-01,106.5,1.84
CD16,2018-08-01,115.6,1.94
CD37,2017-13-01,142.2,0.01
CD105,2019-09-01,114.1,1.27
CD70,2018-05-01,134.1,0.33
CD129,2014-01-01,103.1,0.42
CD69,2012-07-01,97.1,1.51
CD3,2018-11-01,147.0,1.36
CD61,2020-11-01,111.9,0.81
CD3,2018-10-01,135.2,0.46
CD31,2014-06-01,155.2,1.24
CD102,2016-11-01,137.7,1.36
CD89,2014-08-01,126.9,1.48
CD129,2015-07-01,156.6,0.51
CD8,2012-06-01,160.5,0.25
CD112,2015-01-01,131.3,0.49
CD73,2017-13-01,143.1,0.37
CD78,2018-09-01,104.8,0.25
CD5,2012-13-01,124.8,1.84
CD65,2015-02-01,102.0,1.22
CD118,2015-05-01,145.6,0.36
CD116,2015-02-01,102.7,1.77
CD121,2015-07-01,128.4,1.73
CD53,2016-13-01,129.5,0.53
CD4,2012-10-01,126.8,0.5
CD81,2012-08-01,93.3,0.17
CD139,2019-13-01,144.4,0.8
CD142,2018-12-01,136.5,0.77
CD105,2016-02-01,139.6,0.66
CD81,2016-08-01,95.9,0.9
CD103,2017-13-01,143.1,0.71
CD23,2018-10-01,90.7,0.6
CD64,2020-12-01,97.7,0.35
CD64,2019-07-01,109.8,0.47
CD19,2019-11-01,104.0,0.54
CD53,2020-07-01,105.9,0.27
CD130,2016-01-01,146.3,1.37
CD49,2020-11-01,112.1,0.71
CD118,2012-08-01,90.5,1.14
CD43,2014-10-01,97.4,0.17
CD139,2012-10-01,147.3,1.77
CD85,2014-08-01,154.8,1.17
CD103,2017-05-01,102.3,0.09
CD133,2015-04-01,125.0,1.09
CD122,2014-13-01,106.2,1.34
CD45,2018-01-01,141.3,0.68
CD44,2015-07-01,140.3,1.25
CD50,2014-01-01,114.9,0.51
CD89,2012-07-01,142.4,1.95
CD78,2019-06-01,147.8,1.36
CD10,2020-01-01,92.8,1.94
CD6,2017-09-01,106.4,1.05
CD10,2014-04-01,151.1,0.55
CD93,2017-11-01,112.6,0.87
CD60,2016-10-01,139.9,1.84
CD42,2015-01-01,120.4,0.12
CD17,2015-09-01,116.8,1.42
CD119,2019-12-01,131.3,1.83
CD100,2017-02-01,141.3,0.51
CD75,2016-02-01,129.9,0.55
CD111,2012-06-01,143.0,0.23
CD114,2017-13-01,150.7,0.8
CD118,2014-07-01,132.9,1.0
CD2,2012-08-01,145.9,1.6
CD30,2014-01-01,135.5,0.65
CD124,2019-07-01,102.6,0.36
CD131,2017-06-01,92.1,1.39
CD68,2012-11-01,105.3,0.47
CD19,2012-10-01,104.2,1.66
CD100,2020-04-01,142.6,0.01
CD117,2020-06-01,153.4,0.17
CD105,2017-04-01,131.1,1.49
CD54,2020-02-01,141.3,1.24
