Month-year,CommodityID,Production weight (in million tonnes),Labour_availability,Govt_policy_change,Demand,Cost of production,Climatic factor 1,Climatic factor 2,Maximum price per kg,Minimum support price (in Rs./Quintal)
2014-01-01,CD64,64.33,Low,Yes,Long-run,29249.0,1,0,4910.0,8748
2012-05-01,CD18,19.82,Low,No,Short-run,39826.0,1,1,831.0,4972
2014-11-01,CD101,50.79,Low,No,Long-run,48768.0,1,1,2082.0,3877
2013-10-01,CD121,94.33,Moderate,No,Very-low,69156.0,1,0,860.0,1428
2013-10-01,CD73,34.29,Abundant,No,High,28343.0,0,0,1927.0,4628
2016-05-01,CD66,61.78,Low,No,Long-run,71143.0,0,1,1335.0,2227
2013-11-01,CD119,69.66,Abundant,No,Long-run,88772.0,1,1,1541.0,5091
2014-04-01,CD12,80.28,Low,Yes,Long-run,11594.0,0,1,2282.0,8928
2018-03-01,CD55,16.28,Abundant,No,High,48302.0,1,0,1632.0,7007
2019-03-01,CD17,3.71,Moderate,Yes,Short-run,92615.0,1,1,5451.0,3925
2017-04-01,CD28,89.27,Low,No,Very-low,49992.0,0,0,4055.0,8915
2020-07-01,CD34,64.6,Moderate,No,Long-run,55568.0,0,0,5211.0,4015
2012-04-01,CD47,39.31,Low,Yes,High,58746.0,0,1,983.0,3632
2019-04-01,CD72,16.74,Moderate,Yes,Low,89281.0,0,1,5468.0,8283
2016-11-01,CD32,13.15,Moderate,Yes,Low,64775.0,1,0,4348.0,7229
2020-12-01,CD128,65.92,Low,Yes,Very-low,3672.0,0,0,310.0,4456
2020-11-01,CD48,52.06,Abundant,No,Short-run,24152.0,0,0,4163.0,8615
2014-04-01,CD140,74.31,Moderate,No,Low,43566.0,1,0,2458.0,7745
2013-10-01,CD87,45.72,Low,No,Very-low,59539.0,0,0,4643.0,7288
2019-06-01,CD19,89.4,Moderate,Yes,Short-run,90643.0,1,0,848.0,4591
2016-06-01,CD107,78.99,Low,Yes,High,18951.0,0,1,4416.0,6335
2017-11-01,CD130,60.36,Abundant,No,Very-low,71321.0,0,0,2062.0,7488
2020-03-01,CD6,69.52,Abundant,Yes,Long-run,1544.0,0,0,3254.0,8895
2020-11-01,CD76,36.29,Low,Yes,Long-run,34267.0,1,1,5129.0,4266
2018-12-01,CD135,29.33,Low,No,Very-low,23441.0,1,1,3229.0,2060
2020-08-01,CD122,63.7,Low,Yes,High,27983.0,1,0,3327.0,6153
2020-07-01,CD31,39.87,Low,Yes,Low,13020.0,1,0,5028.0,1460
2013-12-01,CD110,61.39,Low,Yes,Short-run,28997.0,0,1,1513.0,7294
2019-10-01,CD105,99.44,Low,Yes,Very-low,61701.0,1,0,2780.0,7867
2017-09-01,CD77,50.84,Low,No,Short-run,16867.0,0,1,5162.0,5699
2018-02-01,CD73,98.95,Moderate,No,Very-low,56037.0,1,1,5221.0,4328
2018-12-01,CD34,44.89,Moderate,No,Short-run,35677.0,0,0,3531.0,8582
2016-11-01,CD92,32.38,Moderate,Yes,Short-run,16249.0,1,0,1981.0,7750
2018-06-01,CD122,62.13,Moderate,No,Very-low,53458.0,0,0,3420.0,6354
2020-06-01,CD76,20.86,Low,No,Very-low,14947.0,1,0,114.0,2496
2013-09-01,CD58,89.04,Moderate,Yes,High,24980.0,0,1,4321.0,7160
2018-08-01,CD80,4.45,Low,No,High,40907.0,1,0,5222.0,3425
2016-09-01,CD91,56.85,Low,No,Long-run,48087.0,0,1,4546.0,5454
2015-10-01,CD110,83.85,Low,No,Short-run,81872.0,0,1,2190.0,2885
2019-03-01,CD128,38.11,Abundant,Yes,Very-low,63401.0,0,0,4772.0,6425
2017-12-01,CD66,83.3,Moderate,Yes,Long-run,35791.0,1,0,920.0,2644
2019-01-01,CD98,53.56,Low,Yes,Long-run,67736.0,1,0,1836.0,4849
2018-09-01,CD133,42.58,Abundant,No,Low,71777.0,1,1,4748.0,4009
2012-06-01,CD26,76.23,Moderate,No,Very-low,33861.0,0,0,1838.0,7440
2012-08-01,CD87,49.49,Moderate,Yes,Long-run,56012.0,1,1,4841.0,8345
2017-09-01,CD5,68.59,Abundant,Yes,Low,84402.0,0,0,5413.0,4662
2018-05-01,CD101,79.1,Abundant,Yes,Low,77413.0,0,1,3991.0,7637
2018-07-01,CD20,95.1,Moderate,Yes,Long-run,65308.0,1,1,1528.0,1472
2018-05-01,CD124,5.18,Moderate,Yes,Short-run,92937.0,0,1,4334.0,2736
2014-11-01,CD101,37.27,Low,No,Long-run,87266.0,1,1,1000.0,2752
2019-08-01,CD50,11.06,Abundant,No,Long-run,15733.0,0,1,4479.0,8659
2020-05-01,CD18,70.48,Abundant,No,Short-run,45123.0,0,1,779.0,3080
2020-03-01,CD106,2.63,Moderate,No,High,50345.0,1,1,4712.0,4213
2015-06-01,CD22,74.78,Abundant,No,Long-run,52356.0,1,0,1017.0,6368
2016-10-01,CD116,58.59,Low,Yes,Short-run,92470.0,0,1,5071.0,4150
2012-01-01,CD56,38.86,Moderate,No,High,74656.0,0,0,2544.0,4620
2012-12-01,CD142,11.81,Low,Yes,Very-low,47779.0,1,0,723.0,6461
2016-07-01,CD20,23.24,Low,No,Very-low,10362.0,1,1,1159.0,5361
2017-06-01,CD29,96.92,Abundant,No,Short-run,12062.0,1,1,835.0,2536
2018-11-01,CD17,22.36,Moderate,Yes,Long-run,55225.0,0,1,3568.0,5472
2015-07-01,CD130,89.21,Low,Yes,Very-low,75866.0,1,0,4442.0,2324
2017-01-01,CD123,68.65,Low,No,Very-low,39456.0,1,1,3338.0,1961
2013-10-01,CD17,10.83,Moderate,Yes,Low,62363.0,1,1,1892.0,5062
2019-05-01,CD12,59.41,Moderate,No,Very-low,83822.0,0,0,222.0,2132
2012-08-01,CD121,72.4,Moderate,Yes,Long-run,18584.0,1,0,4784.0,4699
2020-01-01,CD81,59.64,Abundant,No,Very-low,59198.0,1,0,1235.0,2685
2019-09-01,CD127,60.57,Moderate,No,Short-run,52600.0,0,0,3429.0,5393
2016-06-01,CD99,45.28,Low,No,Short-run,92583.0,1,0,1742.0,4306
2015-01-01,CD84,81.04,Low,Yes,Short-run,13984.0,1,1,946.0,2089
2013-06-01,CD6,16.82,Abundant,Yes,Very-low,77109.0,0,1,3325.0,8593
2020-03-01,CD30,61.72,Low,Yes,High,22522.0,0,0,2456.0,8158
2017-12-01,CD129,34.75,Low,No,Short-run,18064.0,1,1,1398.0,2169
2014-05-01,CD65,8.05,Abundant,Yes,High,53166.0,1,1,4071.0,8365
2017-11-01,CD23,8.9,Abundant,No,Very-low,32106.0,1,0,3906.0,2943
2012-08-01,CD131,51.41,Moderate,No,High,8962.0,0,0,5091.0,1799
2013-07-01,CD21,90.08,Abundant,No,High,12077.0,0,0,1510.0,4589
2016-05-01,CD130,93.41,Moderate,Yes,Long-run,76967.0,0,0,4716.0,6861
2014-04-01,CD61,94.08,Moderate,No,Long-run,23700.0,0,0,1499.0,7201
2018-01-01,CD75,27.45,Abundant,Yes,Low,58278.0,1,1,5548.0,8441
2012-04-01,CD103,78.09,Abundant,Yes,High,17151.0,1,1,859.0,8711
2018-10-01,CD84,58.62,Moderate,Yes,Long-run,19018.0,1,1,4362.0,8795
2014-02-01,CD29,95.19,Low,No,Short-run,39407.0,0,1,2657.0,5132
2019-12-01,CD111,14.06,Moderate,Yes,Short-run,7823.0,0,0,860.0,8540
2012-05-01,CD13,12.07,Low,Yes,Short-run,7688.0,0,0,836.0,8564
2018-01-01,CD109,70.98,Low,No,High,75832.0,1,1,2529.0,8050
2012-03-01,CD142,53.13,Low,Yes,Short-run,66962.0,1,0,4658.0,7724
2016-01-01,CD61,2.07,Moderate,Yes,Very-low,45054.0,1,1,1534.0,3896
2012-06-01,CD14,75.17,Moderate,Yes,Short-run,49180.0,1,1,3821.0,2881
2019-05-01,CD68,32.77,Low,Yes,Low,62517.0,0,1,5415.0,5282
2016-11-01,CD13,5.26,Low,No,High,11458.0,1,0,5382.0,6337
2015-01-01,CD41,30.33,Abundant,No,High,87189.0,0,0,311.0,6885
2020-09-01,CD98,77.78,Abundant,No,Very-low,54036.0,0,1,2034.0,7848
2014-11-01,CD76,48.19,Low,No,Short-run,41529.0,1,0,4133.0,7468
2013-01-01,CD8,66.31,Low,No,High,5555.0,0,1,3528.0,1977
2014-01-01,CD72,59.45,Abundant,Yes,Short-run,19574.0,1,0,1748.0,4142
2020-01-01,CD39,99.74,Moderate,Yes,Long-run,49420.0,0,0,3209.0,3696
2013-09-01,CD45,31.96,Low,No,High,10637.0,1,1,1463.0,6114
2020-01-01,CD76,34.22,Abundant,Yes,Low,58624.0,0,1,3569.0,2031
2018-02-01,CD22,17.85,Abundant,No,Very-low,73964.0,0,1,2755.0,7231
2016-09-01,CD117,59.52,Low,Yes,High,40896.0,0,0,4230.0,1527
2016-04-01,CD73,15.68,Moderate,No,Very-low,88172.0,0,0,849.0,8253
2018-01-01,CD57,40.3,Moderate,No,Short-run,79728.0,0,1,3839.0,8018
2019-04-01,CD140,34.76,Moderate,Yes,High,38120.0,0,0,2174.0,5539
2018-02-01,CD59,14.89,Abundant,No,Low,74552.0,1,1,1498.0,1628
2017-07-01,CD137,86.16,Moderate,Yes,Very-low,77368.0,0,0,2293.0,1395
2013-06-01,CD110,80.78,Abundant,No,Long-run,16841.0,1,1,4904.0,3733
2020-10-01,CD128,19.32,Low,Yes,High,15991.0,1,0,5446.0,8717
2020-09-01,CD132,34.15,Low,No,Long-run,67956.0,1,0,5307.0,1895
2014-08-01,CD35,75.07,Moderate,No,High,53563.0,1,0,168.0,1899
2018-07-01,CD47,15.94,Abundant,Yes,Long-run,26160.0,0,0,1529.0,4470
2017-08-01,CD134,21.93,Moderate,No,Short-run,9217.0,1,1,154.0,4336
2013-04-01,CD64,40.33,Low,Yes,Long-run,88639.0,1,0,2902.0,7033
2020-02-01,CD80,64.77,Low,Yes,High,90887.0,0,0,343.0,7453
2017-02-01,CD24,98.06,Moderate,No,Very-low,24274.0,1,1,5339.0,8046
2019-08-01,CD36,29.51,Abundant,Yes,High,4688.0,1,1,712.0,2780
2019-11-01,CD71,53.85,Moderate,No,High,53575.0,0,1,2434.0,2522
2018-06-01,CD141,45.72,Low,Yes,Very-low,78166.0,0,1,4568.0,4868
2015-11-01,CD69,84.68,Low,Yes,High,61602.0,0,0,2145.0,4067
2012-03-01,CD49,75.34,Abundant,No,Long-run,65177.0,0,0,809.0,2024
2018-07-01,CD43,36.3,Abundant,Yes,Short-run,42204.0,1,1,88.0,3468
2020-05-01,CD122,8.76,Moderate,No,Low,75430.0,1,0,4298.0,2861
2019-07-01,CD116,75.97,Moderate,No,Short-run,27696.0,1,1,3507.0,3675
2020-03-01,CD127,89.99,Low,Yes,Long-run,78355.0,0,0,1891.0,5925
2015-03-01,CD49,77.71,Abundant,Yes,Low,6528.0,0,0,704.0,2851
2013-06-01,CD25,35.58,Low,No,Low,9304.0,1,1,1337.0,7895
2013-02-01,CD134,69.41,Abundant,No,Low,31352.0,0,1,4223.0,7381
2014-03-01,CD58,30.48,Moderate,No,High,49956.0,0,0,1641.0,7542
2018-04-01,CD4,78.86,Abundant,No,Very-low,67435.0,0,0,1657.0,8050
2014-04-01,CD42,48.56,Moderate,Yes,Low,80160.0,1,1,1728.0,4672
2016-11-01,CD130,79.71,Abundant,No,Long-run,85134.0,0,0,1800.0,4661
2013-03-01,CD8,9.81,Abundant,Yes,High,13828.0,1,0,416.0,2173
2013-03-01,CD19,18.32,Moderate,Yes,Low,89438.0,1,1,264.0,2772
2013-11-01,CD73,78.67,Low,No,Short-run,79565.0,0,0,4158.0,3707
2017-11-01,CD5,74.05,Low,Yes,Short-run,41276.0,1,0,5392.0,7530
2020-02-01,CD117,75.55,Low,No,High,73084.0,0,0,351.0,2566
2018-10-01,CD81,27.19,Abundant,No,Short-run,25457.0,1,0,2875.0,1327
2017-08-01,CD63,39.24,Abundant,Yes,Very-low,76138.0,0,1,3725.0,8611
2020-03-01,CD45,94.03,Low,Yes,Very-low,3259.0,0,0,3809.0,5420
2012-08-01,CD126,58.53,Low,No,Low,89218.0,0,1,239.0,7850
2020-05-01,CD10,35.91,Abundant,No,Short-run,59156.0,0,0,2147.0,1887
2016-04-01,CD28,55.3,Abundant,No,Low,29518.0,1,0,3307.0,1592
2012-08-01,CD141,11.69,Abundant,Yes,Low,78430.0,0,1,3729.0,6156
2020-11-01,CD49,55.19,Low,Yes,Short-run,43312.0,1,0,2046.0,8196
2016-04-01,CD19,70.61,Low,Yes,Low,66643.0,1,1,222.0,6376
2014-12-01,CD125,36.21,Abundant,No,Long-run,2980.0,0,0,2127.0,2911
2017-03-01,CD17,14.04,Abundant,Yes,Short-run,29322.0,1,1,2884.0,2773
2014-02-01,CD131,77.29,Abundant,No,Very-low,77089.0,0,1,5488.0,5336
2017-03-01,CD46,82.97,Abundant,No,High,7755.0,0,0,2624.0,2396
2012-12-01,CD53,66.2,Moderate,No,Short-run,69852.0,0,0,5166.0,6251
2018-05-01,CD102,37.51,Abundant,Yes,Short-run,88456.0,0,1,51.0,2260
2020-03-01,CD110,64.69,Abundant,Yes,Very-low,77430.0,1,0,3721.0,3663
2012-07-01,CD83,17.6,Moderate,Yes,Very-low,86638.0,1,1,4154.0,6015
2019-06-01,CD8,70.91,Low,Yes,Long-run,50672.0,0,1,517.0,4911
2013-10-01,CD38,38.83,Low,Yes,High,59663.0,0,0,1260.0,2992
2019-10-01,CD17,53.96,Moderate,No,High,20120.0,1,1,420.0,6042
2019-12-01,CD88,77.6,Low,No,Low,84008.0,1,1,2378.0,3084
2014-05-01,CD32,35.11,Low,Yes,High,75010.0,1,0,4474.0,8842
2017-10-01,CD18,34.4,Low,No,High,62893.0,1,1,4611.0,7365
2018-02-01,CD91,90.37,Low,No,Very-low,20088.0,0,0,5346.0,3304
2019-05-01,CD26,60.5,Abundant,Yes,Low,43534.0,0,1,5242.0,4594
2018-04-01,CD40,40.24,Low,Yes,Short-run,30448.0,0,1,3935.0,5493
2019-09-01,CD8,83.22,Abundant,No,Very-low,2947.0,1,1,2781.0,6186
2014-08-01,CD115,84.55,Abundant,No,Low,21634.0,1,1,3094.0,7736
2012-08-01,CD42,65.5,Low,No,Low,85502.0,1,0,1316.0,2107
2018-08-01,CD132,74.61,Abundant,Yes,Long-run,66075.0,1,1,4046.0,8893
2016-12-01,CD71,10.08,Abundant,Yes,Long-run,3375.0,1,1,1081.0,1958
2016-04-01,CD72,62.14,Low,No,High,28394.0,0,0,3722.0,1595
2017-08-01,CD59,81.39,Moderate,No,Short-run,2770.0,0,1,2310.0,4317
2012-07-01,CD141,27.78,Abundant,No,Long-run,8419.0,1,1,271.0,7517
2017-03-01,CD139,39.1,Moderate,No,High,53246.0,0,1,4706.0,7953
2017-06-01,CD69,6.22,Moderate,Yes,High,27823.0,1,0,2776.0,7790
2014-11-01,CD103,44.04,Low,Yes,Low,50326.0,1,0,4201.0,4068
2017-06-01,CD38,87.51,Moderate,No,Short-run,71279.0,1,0,3342.0,3644
2012-04-01,CD131,41.07,Low,No,Very-low,42975.0,0,1,1201.0,5793
2012-05-01,CD89,86.78,Low,Yes,Long-run,47230.0,0,0,2045.0,8335
2015-02-01,CD39,38.73,Low,Yes,Low,50574.0,0,0,4158.0,6248
2014-06-01,CD107,69.07,Low,Yes,Very-low,32716.0,0,1,195.0,6217
2017-01-01,CD31,1.63,Moderate,No,High,37673.0,1,0,3608.0,1947
2016-07-01,CD24,7.72,Moderate,No,High,42694.0,0,1,2946.0,6236
2017-08-01,CD24,75.36,Moderate,No,Short-run,90673.0,0,1,3458.0,3421
2012-01-01,CD111,37.64,Low,Yes,Long-run,70286.0,1,0,3050.0,8532
2015-09-01,CD96,11.13,Low,Yes,Low,30451.0,0,1,4992.0,6331
2019-07-01,CD99,51.03,Low,No,Long-run,43124.0,0,1,4878.0,8277
2019-04-01,CD139,54.79,Low,Yes,Low,56188.0,0,1,3476.0,8980
2015-07-01,CD44,43.85,Low,No,Short-run,9027.0,1,0,2056.0,6156
2014-12-01,CD109,15.84,Moderate,Yes,Long-run,80189.0,1,1,1900.0,1955
2019-06-01,CD87,89.63,Moderate,No,High,31957.0,0,0,3343.0,8485
2020-12-01,CD98,42.5,Abundant,No,Short-run,70411.0,0,0,3876.0,5082
2014-07-01,CD12,96.42,Low,No,Long-run,27216.0,0,1,1742.0,6381
2012-11-01,CD128,61.81,Low,No,Very-low,3851.0,0,1,1270.0,6034
2013-04-01,CD17,86.68,Low,Yes,High,30686.0,1,1,2379.0,8997
2018-01-01,CD92,8.45,Moderate,No,High,18376.0,1,1,978.0,4018
2014-11-01,CD5,18.6,Abundant,No,High,88604.0,0,0,1081.0,4183
2013-05-01,CD18,90.82,Moderate,No,Long-run,15856.0,0,1,4308.0,5142
2015-10-01,CD55,4.07,Moderate,No,High,49398.0,1,1,1607.0,2072
2012-10-01,CD111,64.5,Abundant,Yes,Low,89307.0,1,0,3657.0,2160
2012-10-01,CD124,78.7,Moderate,No,Low,79685.0,1,1,960.0,2675
2012-05-01,CD29,53.71,Low,Yes,Very-low,75468.0,1,1,1379.0,3589
2013-05-01,CD119,58.55,Abundant,No,Long-run,24330.0,1,0,4692.0,3207
2017-06-01,CD100,46.26,Low,No,High,68173.0,1,1,5431.0,6975
2017-02-01,CD117,67.48,Low,No,Long-run,89810.0,1,1,4123.0,2172
2015-01-01,CD29,73.04,Abundant,No,Short-run,90038.0,0,1,4222.0,5109
2013-01-01,CD84,1.7,Low,Yes,Very-low,83946.0,0,1,936.0,4882
2018-10-01,CD73,98.74,Moderate,Yes,High,32104.0,0,1,3030.0,5911
2017-05-01,CD126,41.98,Moderate,No,Short-run,40448.0,0,0,1745.0,2339
2018-07-01,CD54,68.12,Moderate,Yes,Low,9723.0,1,0,1457.0,3632
2015-11-01,CD2,22.59,Moderate,Yes,High,57720.0,0,0,5423.0,4852
2018-08-01,CD53,6.84,Low,Yes,Short-run,83007.0,0,0,1613.0,6106
2018-09-01,CD116,83.56,Moderate,No,Low,66061.0,0,0,98.0,6273
2019-04-01,CD119,69.37,Low,Yes,High,90351.0,1,1,3406.0,7944
2017-02-01,CD5,9.29,Abundant,No,Long-run,51236.0,1,0,1286.0,1951
2017-07-01,CD78,46.59,Abundant,No,Very-low,39330.0,1,1,5180.0,1947
2019-04-01,CD3,65.94,Moderate,No,Low,78414.0,1,0,4653.0,4393
2018-04-01,CD84,91.77,Low,No,Very-low,61935.0,1,1,4035.0,5509
2012-09-01,CD114,14.75,Abundant,No,Long-run,29310.0,1,0,3398.0,4432
2016-06-01,CD118,93.04,Abundant,Yes,Low,25464.0,1,1,4233.0,7726
2020-10-01,CD36,29.37,Abundant,No,Short-run,83554.0,0,0,2718.0,6862
2018-02-01,CD62,8.23,Moderate,No,High,59993.0,0,0,2948.0,2101
2016-11-01,CD84,10.93,Abundant,No,Low,29828.0,1,1,2056.0,3819
2013-06-01,CD121,85.49,Low,No,Long-run,22437.0,0,1,1869.0,6768
2014-02-01,CD133,39.13,Low,No,Short-run,63949.0,1,1,372.0,2739
2020-03-01,CD103,36.1,Moderate,Yes,High,60045.0,1,0,4152.0,3410
2015-04-01,CD58,65.52,Moderate,Yes,High,72806.0,0,0,2090.0,4355
2012-05-01,CD43,52.37,Moderate,Yes,Long-run,26365.0,0,0,4706.0,4927
2020-11-01,CD105,40.93,Moderate,No,Low,37705.0,0,1,3756.0,2422
2018-03-01,CD69,58.24,Moderate,Yes,High,16455.0,0,1,4167.0,5781
2013-05-01,CD78,46.63,Abundant,No,Low,65966.0,1,0,3475.0,4220
2012-10-01,CD95,22.7,Abundant,Yes,Very-low,80203.0,0,1,3484.0,5301
2014-05-01,CD83,94.63,Moderate,No,Long-run,92424.0,1,0,699.0,6028
2014-11-01,CD60,35.98,Moderate,Yes,Very-low,23676.0,0,0,1513.0,2758
2013-01-01,CD51,53.61,Abundant,Yes,High,31830.0,0,1,4108.0,8103
2016-01-01,CD138,62.78,Low,Yes,Long-run,33844.0,0,1,2711.0,2540
2014-07-01,CD124,95.34,Abundant,Yes,High,70908.0,1,0,5504.0,4549
2015-10-01,CD121,91.38,Low,No,High,11661.0,1,0,1312.0,3536
2016-12-01,CD15,52.85,Low,No,Long-run,28204.0,0,0,297.0,7915
2020-06-01,CD47,69.42,Low,No,Long-run,39631.0,1,0,2270.0,1708
2013-05-01,CD86,12.61,Abundant,No,Low,42670.0,0,0,3626.0,6464
2020-02-01,CD138,53.01,Moderate,Yes,Short-run,28149.0,1,1,5243.0,2947
2014-10-01,CD23,49.33,Low,Yes,Long-run,72229.0,1,0,160.0,6860
2016-01-01,CD70,39.55,Abundant,No,Very-low,3626.0,0,0,4938.0,2756
2012-04-01,CD16,99.09,Low,No,Short-run,61265.0,1,1,3792.0,4695
2019-06-01,CD64,85.55,Moderate,No,High,63452.0,0,0,5001.0,2101
2020-06-01,CD105,42.1,Moderate,No,High,68193.0,1,0,3001.0,3702
2020-03-01,CD96,58.26,Abundant,Yes,Long-run,72947.0,1,1,2600.0,3024
2013-08-01,CD73,0.45,Abundant,No,High,25726.0,0,1,4049.0,4221
2020-08-01,CD67,49.94,Abundant,Yes,Short-run,61064.0,1,1,3522.0,7582
2014-07-01,CD48,76.25,Moderate,No,Low,64956.0,1,1,2401.0,3451
2020-05-01,CD22,87.71,Low,No,Long-run,53062.0,1,0,3362.0,7517
2013-11-01,CD40,31.27,Abundant,Yes,Very-low,33589.0,0,0,2230.0,6319
2012-10-01,CD33,65.79,Moderate,Yes,Short-run,78117.0,1,0,2599.0,4775
2019-08-01,CD44,4.57,Moderate,Yes,High,63845.0,1,0,3188.0,4132
2014-09-01,CD101,86.4,Abundant,No,Short-run,23752.0,1,0,3868.0,6016
2012-03-01,CD9,67.74,Moderate,Yes,High,69909.0,1,0,855.0,6996
2018-09-01,CD138,10.13,Low,No,Short-run,47277.0,1,0,1597.0,4725
2018-04-01,CD33,1.6,Low,Yes,Long-run,43946.0,0,1,1436.0,5065
2019-06-01,CD63,38.83,Low,No,Low,80016.0,1,1,889.0,8040
2016-11-01,CD130,12.64,Abundant,No,Short-run,1939.0,0,1,2107.0,7002
2018-10-01,CD80,0.97,Abundant,No,Very-low,48302.0,1,1,2142.0,6098
2017-06-01,CD101,73.42,Abundant,Yes,High,56126.0,1,1,5153.0,8743
2016-08-01,CD97,45.43,Abundant,Yes,Very-low,67164.0,1,1,4111.0,7207
2016-01-01,CD136,18.16,Low,No,Very-low,20202.0,0,0,4499.0,7454
2017-07-01,CD87,41.34,Abundant,No,High,55835.0,0,1,403.0,2038
2018-12-01,CD51,29.99,Moderate,Yes,Long-run,12873.0,0,1,742.0,5140
2013-01-01,CD55,13.02,Moderate,Yes,Short-run,10609.0,0,0,3381.0,8951
2017-08-01,CD49,97.74,Low,Yes,Short-run,48830.0,0,0,2816.0,7355
2018-07-01,CD86,3.67,Moderate,No,Short-run,81952.0,0,0,2125.0,6535
2020-09-01,CD75,3.76,Low,No,Low,51105.0,0,0,2371.0,6367
2013-01-01,CD39,75.08,Abundant,Yes,Very-low,35755.0,0,0,374.0,2972
2013-06-01,CD69,66.73,Abundant,Yes,Low,65741.0,0,1,640.0,4497
2017-12-01,CD106,49.81,Moderate,No,Long-run,88282.0,1,0,3940.0,3772
2019-05-01,CD16,61.74,Low,Yes,Low,61838.0,1,0,4492.0,5802
2013-08-01,CD99,71.37,Abundant,No,Short-run,53627.0,1,1,4491.0,2859
2019-09-01,CD92,66.15,Low,Yes,High,62938.0,1,1,827.0,4391
2013-05-01,CD103,5.95,Low,No,High,33565.0,0,1,5402.0,4085
2019-11-01,CD100,53.72,Abundant,Yes,High,13270.0,0,0,366.0,1440
2012-07-01,CD80,24.53,Moderate,No,Long-run,8340.0,0,0,2585.0,7197
2015-07-01,CD25,87.17,Low,No,Low,35822.0,1,0,2713.0,3288
2013-09-01,CD113,76.89,Moderate,No,Low,9208.0,1,1,4284.0,4977
2018-07-01,CD38,38.5,Low,No,Long-run,74225.0,1,1,1568.0,3630
2019-05-01,CD52,79.77,Low,No,Very-low,43608.0,1,0,3851.0,5022
2019-05-01,CD19,72.33,Low,Yes,Long-run,75148.0,0,0,1317.0,3483
2019-08-01,CD41,87.07,Moderate,No,Long-run,31276.0,1,1,3027.0,6208
2018-12-01,CD44,93.11,Abundant,No,High,18190.0,0,0,717.0,6110
2018-12-01,CD43,3.87,Low,No,Very-low,80130.0,0,0,4055.0,6922
2014-05-01,CD9,15.12,Abundant,No,High,53406.0,1,0,4657.0,5161
2016-09-01,CD121,23.57,Low,No,High,29618.0,1,1,3013.0,4967
2013-05-01,CD36,80.83,Moderate,No,Very-low,12958.0,1,0,4158.0,6430
2014-03-01,CD82,13.31,Low,No,Short-run,23817.0,0,0,1178.0,7377
2017-03-01,CD86,10.56,Abundant,Yes,Low,38981.0,0,0,4341.0,5063
2013-07-01,CD80,48.09,Abundant,No,Long-run,90630.0,0,1,2687.0,6628
2019-11-01,CD6,14.93,Low,Yes,Long-run,10732.0,1,0,3004.0,4146
2018-07-01,CD134,20.01,Abundant,Yes,Short-run,38160.0,0,1,633.0,4385
2017-12-01,CD5,32.97,Abundant,No,Low,51567.0,1,0,760.0,1845
2013-08-01,CD4,56.82,Low,No,Short-run,79959.0,1,1,4672.0,4993
2013-08-01,CD116,98.35,Abundant,No,Long-run,9206.0,0,0,1840.0,7891
2020-04-01,CD24,46.28,Moderate,No,Long-run,35753.0,0,1,3852.0,7862
2017-10-01,CD36,43.74,Abundant,Yes,Short-run,61731.0,0,1,1248.0,3882
2020-10-01,CD123,54.59,Low,No,Very-low,27722.0,1,1,143.0,4078
2020-02-01,CD60,10.15,Abundant,Yes,Low,75151.0,0,0,365.0,7631
2016-07-01,CD113,33.62,Moderate,Yes,Low,43864.0,1,1,2118.0,7961
2012-05-01,CD73,63.94,Abundant,No,Long-run,29122.0,1,0,1436.0,8824
2019-09-01,CD142,62.41,Moderate,Yes,Very-low,89764.0,0,1,1045.0,7299
2013-05-01,CD71,98.96,Low,Yes,Short-run,34170.0,0,0,2588.0,2683
2016-03-01,CD136,17.91,Low,Yes,Long-run,91067.0,0,0,2941.0,8664
2017-10-01,CD139,89.24,Abundant,Yes,Long-run,57093.0,0,1,3036.0,8430
2013-07-01,CD107,58.66,Low,Yes,High,3330.0,1,1,2137.0,3302
2013-06-01,CD118,41.52,Moderate,Yes,Very-low,25515.0,0,0,2716.0,7110
2015-07-01,CD82,0.52,Abundant,No,Very-low,27551.0,1,1,3199.0,8822
2018-09-01,CD61,27.71,Low,No,Long-run,37495.0,1,0,2270.0,6917
2014-03-01,CD137,80.33,Low,No,Short-run,18437.0,1,0,3951.0,3071
2014-07-01,CD92,1.53,Low,No,Very-low,88982.0,1,1,3018.0,7746
2017-02-01,CD137,21.89,Moderate,No,Very-low,71519.0,0,0,1383.0,8684
2016-04-01,CD4,69.63,Moderate,Yes,Short-run,16267.0,1,1,1980.0,2629
2014-06-01,CD60,60.38,Abundant,Yes,Short-run,27026.0,1,0,1563.0,5992
2019-08-01,CD10,49.95,Moderate,Yes,Long-run,3998.0,1,1,1864.0,7399
2013-06-01,CD10,70.84,Abundant,Yes,High,68454.0,0,0,4370.0,7253
2013-06-01,CD83,4.29,Moderate,Yes,Long-run,2575.0,1,0,3988.0,2152
2012-11-01,CD139,1.14,Moderate,No,Low,32179.0,0,1,2114.0,5890
2020-12-01,CD138,13.04,Abundant,No,Very-low,54291.0,1,0,3150.0,7153
2018-02-01,CD86,41.44,Moderate,No,Short-run,80497.0,0,1,2655.0,4900
2012-12-01,CD100,69.32,Moderate,No,Very-low,26949.0,1,0,1411.0,5366
2013-03-01,CD67,48.87,Moderate,No,Very-low,41813.0,1,1,3162.0,7729
2018-12-01,CD85,43.08,Low,Yes,Short-run,49187.0,1,0,1007.0,8865
